id	text	HS	TR	AG
1069	np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 np00000 nc0s000 vmn0000 vmsp000 vmis000 np00000 fh nc00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0p000 np00000 np00000 aq0000 np00000 sp000 nc0s000 cc nc0s000 nc0p000 np00000 vmis000 vmn0000 vm00000 aq0000 np00000 np00000 np00000	1	0	0
1070	nc0s000 fh np00000 np00000 np00000 aq0000 np00000 nc0s000 aq0000 vmis000 np00000 np00000 np00000 nc0s000 nc0p000 np00000 aq0000 nc0p000	1	0	0
1071	np00000 fh np00000 nc00000 aq0000 nc0s000 np00000 aq0000 nc0p000 pr000000 pp000000 vmis000 np00000 np00000 fh nc00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 z0 vmis000 np00000 np00000	1	0	0
1072	np00000 fh aq0000 np00000 np00000 np00000 sp000 np00000 np00000 z0 vmis000 vmn0000 aq0000 np00000 vmis000 nc0p000 sp000 rg np00000	0	0	0
1073	pd000000 vmip000 nc0p000 aq0000 vmis000 vmmp000 np00000 np00000 aq0000 np00000 np00000	1	0	0
1074	np00000 np00000 nc0n000 nc0s000 np00000 aq0000 nc0s000 sp000 nc0s000	0	0	0
1075	np00000 np00000 np00000 np00000 np00000 np00000 np00000 vm00000 di0000 np00000 np00000 np00000 aq0000 np00000	0	0	0
1076	np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 cc nc0s000 np00000 vmis000 np00000 cc np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
1077	np00000 np00000 vmip000 np00000 z0 nc0p000 nc0s000 np00000 aq0000 nc0s000 aq0000 np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 np00000	0	0	0
1078	pp000000 vmip000 vm00000 sp000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 aq0000 vm00000 nc0p000 np00000 np00000 np00000 np00000 aq0000 np00000 nc0p000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 nc0s000	1	0	0
1079	np00000 dn0000 nc0p000 vmis000 nc0s000 np00000 z0 vm00000 rg np00000 np00000 np00000 np00000 vmip000 np00000 nc0s000 np00000 np00000 vmsp000 vm00000 np00000 np00000 np00000 nc00000 aq0000 nc0s000 aq0000 rg vmip000 nc0s000 np00000 np00000 np00000 aq0000 vmip000 da0000 nc0s000 np00000 np00000 np00000	0	0	0
1080	np00000 vmn0000 dn0000 z0 np00000 np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000 vmsp000 sp000 pp000000 fat np00000 np00000 np00000 np00000	1	0	0
1081	vmis000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000	0	0	0
1082	np00000 np00000 np00000 np00000 np00000 vmn0000 aq0000 fh aq0000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmn0000 word nc0s000 aq0000 aq0000 np00000 aq0000 np00000 pp000000 np00000 np00000 np00000 aq0000 nc0p000 np00000 np00000 nc0s000 np00000 nc0s000 np00000 np00000 np00000 np00000 vmsp000 vmsp000 nc0s000	1	0	0
1083	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1084	np00000 dn0000 np00000 np00000 nc0s000 rg vmip000 sp000 np00000 np00000 np00000 vaip000 fh nc0s000 vmip000 nc0s000 aq0000 nc0s000 sp000 nc0s000 nc0s000 np00000 np00000 np00000 np00000 np00000 dn0000 np00000 np00000 np00000 nc0s000 np00000 np00000 vaip000 np00000 z0 vmm0000 vaip000 vmp0000 da0000 np00000 np00000	0	0	0
1085	np00000 vmip000 np00000 np00000 np00000 np00000 np00000 fs nc0p000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 sp000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 va00000 vmn0000 sp000 aq0000 np00000 np00000 np00000 np00000 np00000 word	0	0	0
1086	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1087	np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh aq0000 vaip000 nc0p000 nc0n000 aq0000 np00000 np00000 np00000 fh aq0000 nc0p000 aq0000 word np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 aq0000 sp000 aq0000 nc0s000 nc0s000	1	0	0
1088	fz np00000 np00000 np00000 fh aq0000 nc0p000 np00000 np00000 np00000 aq0000 nc0n000 np00000	0	0	0
1089	np00000 vmsp000 rg vmip000 nc0s000 nc0s000 np00000 nc0s000 np00000 fx fc vmsp000 nc0s000 cc nc0s000 vmn0000 vmn0000 nc0s000 aq0000 np00000 vmip000 np00000 np00000 np00000 np00000	0	0	0
1090	pp000000 np00000 vmip000 nc0s000 aq0000 aq0000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 nc0s000 np00000 vmn0000 np00000 np00000 np00000 vmm0000 z0 np00000 np00000 np00000 np00000 np00000 vmsp000 vmn0000 nc0p000 rg aq0000 nc0s000 vmip000 da0000 vmip000 sp000 np00000 word	0	0	0
1091	aq0000 nc00000 word nc0p000 aq0000 nc00000 nc00000 word nc0n000 vmn0000 nc0s000 aq0000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fc np00000 np00000 np00000 np00000 np00000 cc da0000 np00000 np00000	1	0	1
1092	vmip000	1	0	1
1093	np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 sp000 np00000 np00000 np00000 aq0000 vmsp000 aq0000 vmn0000 nc00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 sp000 np00000 np00000 nc00000 fat	1	0	0
1094	np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 z0 nc0s000 aq0000 nc0s000 np00000 np00000 rg np00000 np00000 z0 vm00000 di0000 nc0s000 sp000 aq0000 nc0p000 np00000 np00000 nc0s000 np00000 nc0s000 fat	1	0	0
1095	np00000 np00000 z0 nc0s000 sp000 nc0s000 nc0p000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1096	aq0000 np00000 np00000 np00000 aq0000 nc0s000 fc fc cc da0000 np00000 fc fc np00000 fc cc np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
1097	nc0n000 aq0000 vmn0000 di0000 nc0s000 aq0000 np00000 np00000	0	0	0
1098	dn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 dn0000 zm np00000 np00000 z0 sp000 nc0s000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 dn0000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000	1	1	1
1099	rg vmip000 sp000 nc00000 np00000 np00000 np00000 np00000 aq0000 np00000 vm00000 di0000 nc0s000 nc0s000 aq0000 cc nc0s000 fh np00000 fh np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1100	nc0n000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fs	0	0	0
1101	np00000 aq0000 np00000 np00000 nc0s000 vmip000 sp000 nc0s000 vmsi000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 dn0000 np00000 np00000 np00000 np00000 np00000 nc0p000 vmn0000 nc0s000 rg word np00000 np00000 np00000 nc0n000 nc0n000 np00000 np00000 np00000 np00000 np00000 fh nc00000 fh aq0000 vmn0000 np00000	1	0	1
1102	np00000 np00000 np00000 vsis000 pd000000 np00000 np00000 nc0s000 rg vmip000 nc0s000 aq0000 aq0000 np00000 sp000 nc0s000 np00000 np00000 dn0000 zm nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 pd000000 nc0s000 np00000 da0000 nc00000 np00000 nc0s000 nc0s000 cc nc0s000 fh aq0000 np00000 np00000 sp000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1103	np00000 nc0s000 aq0000 i	0	0	0
1104	np00000 np00000 np00000 np00000 np00000 np00000 np00000 fg np00000 np00000 rg np00000 fg np00000	0	0	0
1105	np00000 nc0p000 aq0000 sp000 np00000 np00000 np00000 np00000 np00000 nc00000	1	0	0
1106	nc0p000 np00000 np00000	1	0	1
1107	nc0n000 nc0s000 np00000 np00000 nc0s000 aq0000 nc0s000 nc0p000 nc0s000 nc0s000 vmip000 np00000 np00000 fh aq0000 nc0p000 np00000 np00000 nc00000 sp000 pt000000 vmsp000 np00000 np00000 np00000 np00000 np00000 np00000 fh nc0s000 cc np00000 aq0000 vmsp000 nc0s000 nc00000 nc00000 nc00000 nc00000 nc00000 nc00000 vmn0000 nc0s000 cc nc0s000 di0000 nc0s000 vmn0000 np00000 np00000	1	0	1
1108	np00000 sp000 nc00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000 np00000 vmsp000 vmsp000 nc0s000 cc aq0000 nc0s000 vmip000 np00000 np00000 vmsp000 vmsp000 aq0000 nc0s000 cc nc0s000 vmsp000 nc0s000 fh np00000 fh np00000 dn0000 nc00000 vmn0000	1	0	0
1109	np00000 np00000 vmip000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 aq0000 vmip000 nc0p000 nc0s000 np00000 sp000 vmip000 rg	0	0	0
1110	np00000 vmip000 np00000 np00000 np00000 np00000 np00000 nc0p000 np00000	0	0	0
1111	np00000 np00000 nc0s000 np00000 z0 fg z0 np00000 vmsp000 z0 np00000 np00000 z0 np00000 vmsp000 nc0s000 fh dn0000 aq0000 dn0000 nc0p000 aq0000 z0 np00000 np00000 np00000 np00000 np00000 vmis000 aq0000 fh np00000 fh np00000 np00000 aq0000 fh np00000 fh np00000 np00000 aq0000 fh np00000 fh nc00000 np00000 np00000	1	0	0
1112	i np00000 np00000 vmsp000 aq0000 np00000 np00000 np00000 aq0000 nc0p000 aq0000 vmn0000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
1113	np00000 vmip000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh aq0000 np00000 nc00000 da0000 aq0000 nc0s000 np00000 np00000 aq0000 np00000 vmsp000 nc0p000 np00000 np00000 np00000 np00000 np00000	1	0	1
1114	np00000 np00000 nc0s000 nc0s000 dp0000 nc0p000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
1115	np00000 np00000 np00000 rg word aq0000 vmip000 nc0s000 nc0n000 aq0000 nc0p000 np00000 np00000 np00000 vmn0000 nc0s000 np00000 np00000	1	0	1
1116	np00000 np00000 vmsp000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1117	vmm0000 nc0s000 cc nc0s000 nc0n000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vm00000 di0000 nc0s000 np00000 nc0s000 cc nc0s000 aq0000 vmn0000 nc0p000 np00000 pn000000 np00000 np00000 nc0s000 np00000 vmn0000 rg vmip000 np00000	0	0	0
1118	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 vmn0000 sp000 np00000 np00000 aq0000 vmm0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1119	i np00000 np00000 np00000 aq0000 nc0s000 aq0000 nc0n000 aq0000 np00000 np00000 vmip000 np00000 fh np00000 fh nc00000 nc0s000 np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 nc0p000 aq0000 vsip000 np00000 np00000 i	1	0	1
1120	np00000 np00000 np00000 np00000 np00000 np00000 nc0n000 np00000 nc0s000 np00000 np00000 np00000 np00000 vmsp000 np00000 np00000 np00000 nc00000 np00000 vmsp000 vmsp000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
1121	np00000 np00000 np00000 np00000 np00000 nc0p000 vmip000 sp000 dt0000 nc0s000 np00000 np00000 np00000 np00000 vmip000 sp000 nc00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
1122	np00000 fh aq0000 vm00000 di0000 nc0p000 nc0s000 cc nc0s000 np00000 np00000 np00000 vmip000 aq0000 word np00000 np00000 np00000 np00000 np00000 np00000 vaip000 vmsp000 word rg np00000 nc0s000 np00000 nc0s000	0	0	0
1123	np00000 np00000 np00000 vmsp000 nc0n000 aq0000 vmsp000 ao0000 fg np00000 np00000	0	0	0
1124	vmis000 nc0s000 rg aq0000 np00000 nc0s000 cc nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0p000 nc0s000 aq0000 np00000 np00000 nc0p000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 nc0s000 aq0000 np00000 np00000 np00000	1	0	0
1125	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1126	np00000 fh np00000 np00000 sp000 np00000	1	0	1
1127	np00000 np00000 np00000 np00000 aq0000 vm00000 nc0s000 cc nc0s000 np00000 vmsp000 rg nc0p000 np00000 np00000 z0 nc0p000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000	0	0	0
1128	np00000 np00000 aq0000 np00000 sp000 nc0s000 np00000 np00000	0	0	0
1129	np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 aq0000 np00000 np00000 fh aq0000 np00000 np00000 np00000 vmif000 aq0000 np00000 aq0000 word np00000 nc00000 np00000 aq0000 np00000 np00000 vmsp000 nc0s000 word aq0000 np00000	1	0	0
1130	np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
1131	np00000 fh aq0000 aq0000 vmis000 np00000 np00000 np00000 np00000 word vaip000 fh rg vmip000 nc0s000 aq0000 nc0s000 aq0000 aq0000 np00000 np00000 np00000 fh aq0000 vm00000 di0000 aq0000 nc00000 aq0000 nc0s000 np00000 fh nc0p000 cc vmn0000 nc0p000 aq0000 np00000 np00000 np00000 aq0000 vmn0000 nc0p000 np00000 nc0s000 np00000 np00000 np00000	1	0	1
1132	nc0n000 np00000 np00000 fh np00000 fh np00000 fh aq0000 np00000 np00000 sp000 np00000 nc0s000 cc nc0s000 vmip000 np00000 np00000 vmif000 nc0s000 sp000 nc0p000 np00000 np00000	0	0	0
1133	np00000 np00000 np00000 np00000 np00000 np00000 np00000 vs00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1134	sp000 vmn0000 vmsp000 np00000 np00000 np00000 fx np00000 vmn0000 nc00000 aq0000 np00000 nc0s000 nc0s000 aq0000 nc0p000 cc fx nc0p000 aq0000 rg aq0000 nc0p000 cc nc0s000 vmsp000 nc0s000 cc aq0000 nc0s000 nc0s000 nc0p000 pr000000 vmip000 nc0s000 nc0s000 cc fx nc0s000 aq0000	0	0	0
1135	np00000 np00000 nc0p000 nc0n000 z0 vmis000 np00000 sp000 nc0s000 nc0s000 np00000 np00000 np00000 vmsp000 nc0s000 cc aq0000 vmis000 aq0000 np00000 vmsp000 rg vmn0000 aq0000 np00000 nc0p000 vmn0000 aq0000 nc0s000 np00000 nc00000	0	0	0
1136	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1137	np00000 vmsp000 np00000 np00000 cc nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmif000 sp000 da0000 aq0000 np00000 dn0000 aq0000 vmn0000 vm00000 di0000 nc0s000 cc nc0s000 np00000 vmn0000 pd000000 vmn0000 aq0000 np00000 np00000 fh aq0000 np00000 np00000 aq0000 vmsp000 nc0s000 z0 np00000 np00000 vmip000 np00000 aq0000	1	0	1
1138	fp fp fp dd0000 nc0p000 word np00000 np00000 cc aq0000 np00000 np00000 aq0000 np00000 fg np00000 np00000 np00000 np00000 vaip000 da0000 nc0s000 vmsp000 vm00000 di0000 va00000 vmn0000 nc0p000 np00000	1	0	1
1139	vmsp000 nc0s000 vm00000 di0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmis000 nc0s000 rg aq0000 nc0s000 nc0s000 aq0000 np00000 vmn0000 nc0s000 np00000 np00000 aq0000 nc00000 aq0000 nc0p000 fh np00000 fh np00000 np00000 vmip000 nc0s000 vmn0000 i np00000 vmis000 pd000000 np00000 np00000 z0 vm00000 np00000 np00000 np00000	1	0	1
1140	np00000 np00000 vmip000 np00000 np00000 vmsp000 aq0000 vmsp000 aq0000 sp000 np00000 np00000 z0 aq0000 z0 nc0s000 cc nc0s000 aq0000 nc0p000 np00000 pr000000 vmip000 np00000 np00000 z0 vmip000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
1141	np00000 np00000 aq0000 np00000 np00000 da0000 np00000 vaip000 np00000 np00000 np00000 np00000 np00000 nc00000 np00000 nc0s000 np00000 nc0s000 vmsp000 ao0000 nc0s000 np00000 cc vmip000 nc0s000 np00000 np00000	1	1	1
1142	i i nc0s000 aq0000 np00000 np00000 nc0s000 vmip000 nc0s000 aq0000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 fg pd000000 vmip000 da0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 vmn0000 nc0p000 np00000	1	0	0
1143	np00000 np00000 f0 np00000 np00000 np00000 aq0000 vaip000 vmp0000	0	0	0
1144	np00000 np00000 vmip000 nc0s000 nc0s000 aq0000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 vmm0000 aq0000 np00000 nc0p000 rg nc0s000 np00000 np00000 np00000 np00000 vsis000 np00000 np00000 np00000 nc0s000 np00000 nc0s000 np00000 vmif000 nc0p000 nc0s000 cc nc0s000 nc0s000 aq0000 np00000	0	0	0
1145	nc0s000 fh nc0p000 np00000 np00000 np00000 np00000 aq0000 rg np00000	0	0	0
1146	np00000 np00000 z0 da0000 np00000 np00000 np00000 nc0s000 cc nc0s000 np00000 cc da0000 np00000 vmis000 nc0p000 nc0s000 np00000 aq0000 sp000 np00000 np00000	0	0	0
1147	aq0000 fd np00000 fh np00000 np00000 np00000 np00000 aq0000 aq0000 cc fx nc00000 np00000 np00000 np00000 cc vmn0000 nc0p000 aq0000 np00000 vmip000 np00000 fx np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc vsic000 nc00000 nc0p000 np00000	0	0	0
1148	nc0s000 fe nc00000 fx np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmsp000 nc0s000 cc fx nc0p000 i nc0p000 fg aq0000 np00000 np00000 pd000000 vmip000 da0000 nc0s000 nc0s000 aq0000 z0 fx cc z0 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000	1	1	1
1149	pd000000 np00000 fg np00000 nc0s000 nc0s000 vmsi000 aq0000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 fg nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 nc0n000 word nc0s000 nc0n000 z0 nc0p000 aq0000 sp000 np00000 np00000 np00000 np00000 np00000	0	0	0
1150	aq0000 np00000 np00000 nc0s000 nc0s000 nc0s000 np00000 np00000 np00000 vmsp000 nc0s000 vmn0000 nc0p000 vmn0000 nc0s000 aq0000 rg nc00000 rg aq0000 vmip000 nc0s000 nc0s000 np00000 fx aq0000 nc0p000 nc0s000 np00000 np00000 np00000	1	0	1
1151	np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 nc0n000 np00000 np00000 fp fg	0	0	0
1152	np00000 np00000 nc0p000 aq0000 z0 aq0000 nc0p000 vmis000 vmn0000 np00000 np00000	0	0	0
1153	np00000 np00000 np00000 np00000 np00000 z0 nc0p000 nc0s000 np00000 np00000 np00000 z0 vm00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 fh aq0000 np00000 vmsp000 vmsp000 nc00000 np00000 np00000 np00000	0	0	0
1154	np00000 np00000 dn0000 nc0p000 cc nc0p000 vm00000 np00000 np00000 vmsp000 nc0p000 np00000 np00000 np00000 np00000 np00000 z0 nc0p000 np00000 pd000000 np00000 np00000 np00000	0	0	0
1155	nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 nc0s000 vmip000 da0000 np00000 np00000 np00000 np00000 np00000 nc00000 rg aq0000 pd000000 np00000	0	0	0
1156	np00000 vmip000 np00000 np00000 vmip000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 vsip000 nc0s000 cc vaip000 vmip000 da0000 nc0s000 aq0000 aq0000 np00000 np00000 np00000 np00000 aq0000 np00000	1	0	1
1157	np00000 np00000 nc00000 aq0000 np00000 np00000 np00000	0	0	0
1158	i np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 sp000 np00000 fg np00000 fg aq0000 np00000 np00000 fg	1	1	0
1159	np00000 nc0n000 nc0n000 np00000 nc0s000 cc nc0s000 aq0000 np00000 sp000 np00000 np00000 sp000 aq0000 np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 rg cc nc0s000 aq0000 aq0000 sp000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 vmsp000 np00000 np00000 np00000 np00000	0	0	0
1160	nc0n000 vmip000 sp000 nc0s000 nc0s000 nc0s000 nc0s000 aq0000 aq0000 np00000	1	0	1
1161	nc0n000 da0000 nc0s000 cc nc0s000 np00000 np00000 np00000 aq0000 np00000 np00000 nc0p000 rg vmn0000 nc0s000 np00000 np00000 np00000 np00000 ao0000 fp	1	0	1
1162	va00000 nc0p000 cc fx np00000 np00000 rg np00000 np00000 np00000 aq0000 np00000 np00000 np00000	0	0	0
1163	vmis000 np00000 np00000 aq0000 sp000 nc0s000 vmsp000 sp000 nc0s000 np00000 np00000 np00000 nc0s000 np00000 aq0000 np00000 np00000	1	0	0
1164	np00000 vmsp000 nc0s000 nc0s000 aq0000 z0 cc nc0s000 vmsp000 vmn0000 nc0s000 np00000 np00000 vmsp000 np00000 np00000 vmsp000 np00000	0	0	0
1165	i np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 vmif000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 cc sp000 np00000 vmsp000 nc0s000 cc nc0s000 nc0s000 np00000 np00000 np00000 sp000 nc0s000 pp000000 aq0000 vmn0000 nc0p000 aq0000 vmn0000 nc0s000 np00000 np00000 np00000 np00000 nc0s000 cc sp000 np00000	0	0	0
1166	pp000000 vmip000 dp0000 nc0s000 nc0n000 vmm0000 pp000000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000 np00000 np00000 np00000 np00000 np00000 f0 np00000 np00000	0	0	0
1167	np00000 np00000 np00000 np00000 np00000 vm00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 vmsp000 vmsp000 aq0000 nc0s000 np00000 vmsp000 cc vmsp000 nc00000 aq0000 np00000 np00000 np00000 np00000	0	0	0
1168	np00000 np00000 np00000 vmsp000 np00000 np00000 np00000 vmsp000 np00000	0	0	0
1169	np00000 np00000 np00000 np00000 sp000 vmn0000 nc00000 np00000 vmsp000 np00000 np00000 np00000 fx nc0p000 sp000 np00000	0	0	0
1170	np00000 vmsp000 vmm0000 vmm0000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 np00000 vmsp000 nc0s000 cc nc0p000 vmn0000 aq0000 nc00000 np00000 aq0000 z0 np00000 np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 vmsp000 np00000 np00000	1	0	1
1171	nc0n000 np00000 fh aq0000 np00000 np00000 aq0000 np00000 nc0s000 nc0p000 aq0000 aq0000 np00000 np00000 z0 vm00000 np00000 np00000 np00000 vmsp000 np00000 np00000 nc0p000 np00000 np00000 fh aq0000 nc0p000 vs00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
1172	vmis000 nc0s000 rg aq0000 np00000 np00000 np00000 np00000 vmn0000 np00000 aq0000 vsip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 aq0000 aq0000 nc00000 aq0000 np00000 np00000 aq0000 nc0p000	0	0	0
1173	np00000 np00000 fh aq0000 np00000 np00000 nc0n000 aq0000 cc nc0s000 vmsp000 word np00000 sp000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 z0 vmsi000 np00000 np00000 fh aq0000 nc0s000 vmn0000 nc0s000	1	0	0
1174	np00000 np00000 np00000 vmn0000 z0 word np00000 vmn0000 np00000	0	0	0
1175	nc0s000 aq0000 np00000 fc nc0s000 aq0000 aq0000 aq0000 fh nc0s000 fh aq0000 np00000 np00000 nc00000 np00000 nc0s000 nc0s000	0	0	0
1176	np00000 vmsp000 np00000 np00000 np00000 np00000 np00000	1	0	1
1177	np00000 nc0s000 np00000 np00000 aq0000 nc0p000 nc0s000 nc0s000 nc0s000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000	1	0	0
1178	np00000 np00000 np00000 sp000 vmn0000 aq0000 vmsp000 nc00000 nc0n000 z0 nc0s000 nc0n000 aq0000 nc0p000 sp000 nc0s000 vmip000 da0000 nc0s000 vaip000 nc0s000 aq0000 pp000000 sp000 np00000 np00000 np00000 np00000 np00000 nc00000 np00000	0	0	0
1179	cc np00000 np00000 np00000	1	0	0
1180	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
1181	np00000 np00000 np00000 sp000 nc0s000 np00000 sp000 nc0s000 nc0s000 vaip000 nc0s000 nc0s000 nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
1182	va00000 nc00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 vmsp000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 vaip000 np00000 np00000 nc0s000	0	0	0
1183	np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc00000 aq0000 np00000 np00000 nc00000 nc0p000 aq0000 fh nc0s000 fh aq0000 np00000 np00000 np00000 np00000 vaip000 nc0s000 aq0000 aq0000 fh nc0s000 fh aq0000 sp000 np00000 np00000 np00000 np00000	1	0	0
1184	aq0000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 vmic000 cc np00000 np00000 np00000 np00000 np00000 vmip000 sp000 np00000 np00000 np00000 np00000 nc0s000 fp np00000 f0	1	0	1
1185	np00000 np00000 np00000 vmsp000 nc0s000 np00000 nc0p000 np00000 np00000 np00000 np00000 aq0000 np00000 nc0s000 nc0s000 sp000 nc0s000 np00000 np00000 vmn0000 np00000 np00000	1	0	0
1186	np00000 np00000 np00000 z0 aq0000 sp000 np00000 np00000 np00000 np00000 np00000	0	0	0
